planet_name,star_name,num_of_stars,num_of_planets,discovery_method,disc_year,disc_facility,orbital_period_days,orb_semiMajorAxis,Orbit_Eccentricity,pl_radius,pl_Mass,equilibrium_temp_K,star_spectral_type,star_temp_K,star_radius,star_mass,star_mettalicity,star_surface_gravity,right_ascension_degree,declination_degree,distance_parsec,visual_magnitude,is_controversial,insolation_flux
TOI-5704 b,TOI-5704,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.771116,,,3.2274,10.5,949.07,,4590,0.7575,0.73,0.428,4.543,169.8248694,44.9890782,89.637,11.529,0,125.0643
TOI-5713 b,TOI-5713,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.441989,0.06008,0.24,1.77,3.78,347.2,M3.5+/-0.5,3225,0.2992,0.2653,-0.03,4.91,208.4587323,52.6027628,40.8668,15.355,0,2.2554
TOI-5720 b,TOI-5720,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.4344555,0.018288,,1.09,4.3,708,M3.5 +/- 1.0,3325,0.383,0.383,0.03,5.01,170.3135774,25.2732942,35.8256,13.847,0,41.7
TOI-5726.01,TOI-5726,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.491125215,0.062186,,2.554,7.05,1093.03,,5874,1.106,1.06,,4.37711,123.3950504,68.5745899,108.848,9.736,0,338.95
TOI-5786 b,TOI-5786,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),12.779107,0.114,,8.54,73,1040,,6235,1.36,1.23,0.08,4.26,293.3223259,30.7042468,192.475,10.186,0,374.462
TOI-5795 b,TOI-5795,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.1406325,0.064,0.25,5.62,23.66,1136.78,G3 V,5715,1.082,0.901,-0.27,4.32,304.868782,-7.5476595,156.53,10.708,0,240.6726
TOI-5799 b,TOI-5799,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.164507,0.0348,,1.733,3.65,505,M2 V,3452,0.321,0.325,0.01,4.936,301.630179,15.9891418,27.8123,13.29,0,11.91
TOI-5799 c,TOI-5799,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),14.010449,0.0782,,1.76,3.75,337,M2 V,3452,0.321,0.325,0.01,4.936,301.630179,15.9891418,27.8123,13.29,0,
TOI-5800 b,TOI-5800,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.6278838,0.0344,0.3,2.46,9.5,1108,K3 V,4850,0.773,0.778,-0.04,4.56,305.0655462,-7.4119237,42.9052,9.553001,0,274.163
TOI-5803 b,TOI-5803,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.38305,,,3.2732,10.7,678.87,,5134,0.7625,0.87,,4.613,327.2487497,6.2781777,84.0126,10.655,0,73.722
TOI-5817 b,TOI-5817,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),15.61031,0.1223,0.2,3.08,10.3,950,G2 IV-V,5770,1.427,0.97,-0.24,4.12,322.3777987,21.474527,80.7542,8.64,0,126.8632
TOI-5882 b,TOI-5882,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),7.148972,0.0804,0.0339,11.46678726,6995.403238,1515,,5920,2.26,1.334,0.18,3.856,311.8886385,34.7374918,416.104,11.315,0,4792.5
TOI-6000 b,TOI-6000,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0.448959,,,0.94,0.779,1120,,3419,0.38,0.37,,4.85,292.6062979,68.1545924,75.7664,15.454,0,258.7482
TOI-6002 b,TOI-6002,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.904821,0.05722,0.15,1.65,3.36,321.4,M3.5+/-0.5,3229,0.2432,0.2101,-0.18,4.989,299.6142524,32.2871702,32.0266,14.6,0,1.6823
TOI-6008 b,TOI-6008,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.8574347,0.010777,,1.03,4,707,M5.0,3075,0.242,0.23,0.3,5.01,310.4487344,49.6468992,23.1008,15.97,0,41.5
TOI-6016 b,TOI-6016,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.023687,0.055,0,13.67495645,371.8592362,1890,F,6110,1.51,1.31,0.28,4.19,4.5239602,59.7661983,364.715,11.886,0,940
TOI-6029 b,TOI-6029,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.7987,,0.091,14.39233122,519.6494454,1484,,6223,2.338,1.548,0.37,3.886,8.3862555,61.8607659,603.119,12.858,0,806.794
TOI-6034 b,TOI-6034,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.576184,0.02949,0.04,11.92,254,714,,3635,0.489,0.514,-0.09,4.77,317.9001392,68.4020762,117.992,15.189,0,43
TOI-6038 A b,TOI-6038 A,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.8267311,0.069,,6.41,78.5,1439,,6110,1.648,1.291,0.124,4.118,51.6572691,40.8172704,179.147,9.913,0,716
TOI-6054.01,TOI-6054,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.501428,0.0763,0.164,2.64,12.5,1360,,6047,1.662,1.107,-0.07,4.1,56.337007,60.350917,79.407,8.020001,0,570
TOI-6054.02,TOI-6054,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.563636,0.1079,0.332,2.82,9.3,1143,,6047,1.662,1.107,-0.07,4.1,56.337007,60.350917,79.407,8.020001,0,285
TOI-6086 b,TOI-6086,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.3888725,0.01541,,1.18,1.76,634,M3.0,3200,0.259,0.254,0.11,5.01,265.3704236,30.3037755,31.4566,14.981,0,26.8
TOI-6109 b,TOI-6109,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.690476,0.0599,,4.8704,21.1,700,G3,5660,1.021,1.03,0.0895,4.45,50.1319206,42.6069564,151.738,11.05,0,39.9451
TOI-6109 c,TOI-6109,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),8.538878,0.0786,,4.8326,20.8,786,G3,5660,1.021,1.03,0.0895,4.45,50.1319206,42.6069564,151.738,11.05,0,63.3913
TOI-6130 b,TOI-6130,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.392679,0.036,0.036,14.3474953,333.7198274,1750,F,6110,1.51,1.31,0.28,4.19,339.2050832,16.8271941,220.882,11.21,0,1150
TOI-615 b,TOI-615,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.6615983,0.0678,0.39,18.97680433,138.2553571,1666,F2 V,6850,1.732,1.449,-0.1,4.2,133.4086892,-40.543701,360.408,10.825,0,1286
TOI-620 b,TOI-620,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.0988179,0.04825,0.22,3.76,13.6,603.6,M2.5 V,3708,0.55,0.577,0.35,4.718,142.1734459,-12.1671652,33.0231,12.262,0,20.8
TOI-622 b,TOI-622,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.402513,0.0708,0.42,9.2362001,96.30200732,1388,F6 V,6400,1.415,1.313,0.09,4.2,125.3050544,-46.4842959,123.297,8.995,0,602
TOI-6223 b,TOI-6223,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.855219,0.04018,,5.07,22.6,714,M0 V,3895,0.576,0.582,-0.12,4.682,355.9505977,33.0672361,133.122,14.22,0,41.8646
TOI-6255 b,TOI-6255,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.23818244,,0,1.079,1.44,1256.46,,3421,0.37,0.353,-0.14,4.85,331.5031606,39.2988284,20.3167,12.747,0,588.9944
TOI-628 b,TOI-628,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.4095675,0.0486,0.072,11.88154,2011.8639,1586,,6250,1.345,1.311,0.258,4.3,99.2630608,1.7675497,178.68,10.112,0,1052.9
TOI-6303 b,TOI-6303,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),9.485236,0.0761,0.02,11.59,2493,541,,3977,0.609,0.644,0.44,4.67,46.7806502,40.147174,152.219,14.639,0,14.28
TOI-6324 b,TOI-6324,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0.279221,,0,1.059,1.17,1216,,3247,0.293,0.269,-0.32,4.93,330.844543,67.4986773,20.5488,13.386,0,284.211
TOI-6330 b,TOI-6330,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.8500246,0.05763,0.34,10.89,3179,495,,3539,0.49,0.531,0.08,4.77,22.1679816,53.6860778,139.042,16.33,0,9.97
TOI-6383 A b,TOI-6383 A,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.79058695,0.02292,0.05,11.29,331,745,M3,3444,0.457,0.458,,4.81,60.4246951,60.8913677,171.319,16.63,0,51.3
TOI-640 b,TOI-640,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.003777,0.06608,0.013,19.2794468,181.162192,1816,,6460,2.082,1.536,0.072,3.987,99.7345935,-36.64613,341.997,10.51,0,1150.12
TOI-6420 b,TOI-6420,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.961508,0.0753,0.078,11.93756445,2606.192937,1213,,6020,1.312,1.165,0.24,4.268,125.5443036,-19.1242852,634.712,12.994,0,106.619
TOI-6478 b,TOI-6478,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),34.005019,0.1136,,4.6,19.2,204.4,M4.0+/-0.5,3230,0.234,0.23,-0.53,5.016,149.9918059,-16.1597935,38.6057,15.99,0,0.0003
TOI-654.01,TOI-654,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.527561,0.01944,0,2.378,8.71,794,M2 V,3521,0.43,0.419,0.12,4.793,164.7245509,-5.5475446,57.7553,14.54,0,65
TOI-6628 b,TOI-6628,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),18.18424,0.134,0.67,10.98480109,235.1930212,833,,5463,1.01,0.97,0.36,4.416,225.8370504,-35.2305793,320.527,12.9,0,20.0861
TOI-663 b,TOI-663,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.598902,0.0295,,2.27,4.45,674,M1 V,3681,0.512,0.514,0.07,4.7266,160.0658525,-8.5110827,64.2308,13.667,0,49.1
TOI-663 c,TOI-663,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.6955507,0.0437,,2.26,3.65,553,M1 V,3681,0.512,0.514,0.07,4.7266,160.0658525,-8.5110827,64.2308,13.667,0,22.3
TOI-663 d,TOI-663,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.1027268,0.0576,,1.92,5.2,482,M1 V,3681,0.512,0.514,0.07,4.7266,160.0658525,-8.5110827,64.2308,13.667,0,12.9
TOI-6651 b,TOI-6651,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.056973,0.0633,0.091,5.09,61,1493,,5940,1.721,1.323,0.225,4.087,15.7885904,35.3890405,212.128,10.242,0,817
TOI-669 b,TOI-669,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.945152,0.048,0,2.58606487,10,1124.85,,5597,0.9882,0.9245,0.001,4.412,158.9007013,-5.1813735,142.867,10.606,0,388.2
TOI-6695 b,TOI-6695,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),80.389,0.402,0.04,9.52763359,66.74396547,599,F5V-G0V,6400,1.517,1.338,0.2,4.202,129.5720221,-23.550217,282.536,10.768,0,85.9385
TOI-6695 c,TOI-6695,1,2,Radial Velocity,2025,Multiple Observatories,242.4,0.838,0.022,13.6,460.8511902,415,F5V-G0V,6400,1.517,1.338,0.2,4.202,129.5720221,-23.550217,282.536,10.768,0,
TOI-672 b,TOI-672,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.633575,,,5.2604,24.1,676.15,,3765,0.5441,0.5399,-0.71,4.699,167.9908627,-39.3281151,66.9071,13.576,0,33.4742
TOI-674 b,TOI-674,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.977143,0.025,0,5.25,23.6,635,M2 V,3514,0.42,0.42,0.17,4.81,164.5865592,-36.8581092,46.0851,14.203,0,38.4
TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.2365985,0.1041,0.46,13.11450742,392.2002542,1252,F8,6295,1.28,1.181,0,4.291,144.1193594,-50.4630933,141.812,9.822,0,37.6345
TOI-6894 b,TOI-6894,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.37077196,0.02604,0.029,9.5836785,53.39517238,417.9,,3007,0.2276,0.207,0.142,5.039,173.4691418,12.4510906,73.8131,,0,5.54
TOI-700 b,TOI-700,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.977219,0.0677,0.075,0.914,0.704,417,M2.5 V,3459,0.421,0.415,-0.07,4.809,97.0957165,-65.5786149,31.1265,13.151,0,4.98
TOI-700 c,TOI-700,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.051137,0.0929,0.068,2.6,7.27,356,M2.5 V,3459,0.421,0.415,-0.07,4.809,97.0957165,-65.5786149,31.1265,13.151,0,2.64
TOI-700 d,TOI-700,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42396,0.1633,0.042,1.073,1.25,268.8,M2.5 V,3459,0.421,0.415,-0.07,4.809,97.0957165,-65.5786149,31.1265,13.151,0,0.85
TOI-700 e,TOI-700,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),27.80978,0.134,0.059,0.953,0.818,272.9,M2.5 V,3459,0.421,0.415,-0.07,4.809,97.0957165,-65.5786149,31.1265,13.151,0,1.27
TOI-7041 b,TOI-7041,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),9.691,,0.04,11.43316031,114.4182265,882.37,,4700,4.1,1.07,0.25,3.244,357.8021716,-50.8698618,439.52,11.251,0,143.259
TOI-712 b,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.531361,0.07928,0.54,2.049,4.85,650,K4.5 V,4622,0.674,0.732,-0.02,4.645,92.9361063,-65.8258386,58.6212,10.838,0,22.6
TOI-712 c,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),51.69906,0.2447,0.089,2.701,7.76,369.9,K4.5 V,4622,0.674,0.732,-0.02,4.645,92.9361063,-65.8258386,58.6212,10.838,0,3.08
TOI-712 d,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.8396,0.3405,0.073,2.474,6.68,313.6,K4.5 V,4622,0.674,0.732,-0.02,4.645,92.9361063,-65.8258386,58.6212,10.838,0,1.6
TOI-7149 b,TOI-7149,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.65206166,0.02603,0.078,13.2,224,593,M4 V,3363,0.351,0.344,-0.08,4.88,244.7384657,19.1758116,126.126,,0,20.6
TOI-715 b,TOI-715,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.288004,0.083,,1.55,3.02,234,M4,3075,0.24,0.225,-0.25,5,113.8523276,-73.5774089,42.4048,16.683,0,0.67
TOI-733 b,TOI-733,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.884765,0.0618,0.046,1.992,5.72,1055.8,G,5585,0.949,0.956,-0.04,4.47,159.4093183,-40.888259,75.2092,9.44,0,207.1
TOI-757 b,TOI-757,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),17.46819,0.122,0.39,2.5,10.5,641,K0 V,5278,0.78,0.8,-0.27,4.5,187.9948428,-35.5544523,60.3418,9.743,0,24.3644
TOI-762 A b,TOI-762 A,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.4716826,0.03418,0.083,8.33948164,79.77493016,555.4,,3266,0.425,0.442,0.357,4.827,166.0747423,-47.8214964,98.4458,16,0,17.0012
TOI-763 b,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.6057,0.06,0.04,2.28,9.79,1038,G,5450,0.897,0.917,0.01,4.45,194.468098,-39.7580613,95.1274,10.265,0,182.935
TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2737,0.1011,0.04,2.63,9.32,800,G,5450,0.897,0.917,0.01,4.45,194.468098,-39.7580613,95.1274,10.265,0,64.3196
TOI-771 b,TOI-771,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.3260155,0.0208,0.055,1.36,2.47,543,M3,3370,0.232,0.22,-0.13,4.8,164.1138903,-72.9851736,25.2788,14.888,0,14
TOI-771 c,TOI-771,1,2,Radial Velocity,2025,Paranal Observatory,7.61,0.046,0.065,1.5,2.87,365,M3,3370,0.232,0.22,-0.13,4.8,164.1138903,-72.9851736,25.2788,14.888,0,3
TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.24662,0.0653,0.052,1.798,5,520,M1 V,3725,0.547,0.542,-0.21,4.8,178.577997,-37.5533568,27.1701,11.536,0,11.5
TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.665323,0.1001,0.089,2.047,6.9,420,M1 V,3725,0.547,0.542,-0.21,4.8,178.577997,-37.5533568,27.1701,11.536,0,4.9
TOI-778 b,TOI-778,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.633611,0.06,0.21,15.4,878,1561,F3 V,6643,1.71,1.4,0,4.05,199.3338503,-15.2737046,161.743,9.109,0,734.672
TOI-782 b,TOI-782,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.0240015,0.0578,0.19,2.734,19.1,435,,3370,0.413,0.397,0.34,4.804,183.9203614,-18.9103377,52.5122,14.83,0,5.91
TOI-784 b,HD 307842,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.7970365,0.038,0,1.93,9.67,1256,G,5558,0.907,0.91,-0.13,4.48,159.3412205,-63.6556923,64.5997,9.412,0,413.894
TOI-813 b,TOI-813,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.8911,0.423,0,6.71,36.4,610,G0 IV,5907,1.94,1.32,0.1,3.86,72.6940102,-60.9054608,263.145,10.358,0,23.1
TOI-815 b,TOI-815,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),11.197259,0.0903,0.2,2.94,7.6,686,K3 V,4869,0.77,0.776,-0.09,4.51,155.8719377,-43.8349248,59.7117,10.217,0,36.9
TOI-815 c,TOI-815,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),34.976145,0.193,0.22,2.62,23.5,469,K3 V,4869,0.77,0.776,-0.09,4.51,155.8719377,-43.8349248,59.7117,10.217,0,8.03
TOI-824 b,TOI-824,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.392978,0.02177,,2.926,18.467,1253,K4 V,4600,0.695,0.71,-0.092,4.605,222.1654705,-57.5888666,63.9262,11.314,0,412
TOI-833 b,TOI-833,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.0418777,0.0171,,1.27,2.15,1118,,3920,0.6,0.61,,4.67,145.645472,-62.4758857,41.7148,11.724,0,270.0682
TOI-836 b,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.81673,0.0422,0.053,1.704,4.53,871,K V,4552,0.665,0.678,-0.284,4.743,225.0798831,-24.4542022,27.5024,9.92,0,78.838
TOI-836 c,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),8.59545,0.075,0.078,2.587,9.6,665,K V,4552,0.665,0.678,-0.284,4.743,225.0798831,-24.4542022,27.5024,9.92,0,26.707
TOI-837 b,TOI-837,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.3249113,0.0888,0,9.16894621,120.4569663,995.3,F9/G0,5995,1.052,1.142,0.01,4.453,157.0372806,-64.5052107,142.488,10.635,0,164
TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.765548,0.0155,0,3.64,41.8,1932,G,5257,0.97,0.97,0.19,4.48,28.7157956,-29.4217086,225.734,11.981,0,2314.06
TOI-858 B b,TOI-858 B,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.2797178,0.04435,0.15,14.06727078,349.6112477,1529,G0,5842,1.308,1.081,0.153,4.238,60.1998256,-54.5929177,250.489,11.183,0,908.9
TOI-871 b,TOI-871,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),14.362565,0.1054,,1.664,3.41,621,,4929,0.719,0.758,-0.07,4.604,74.7376264,-50.6274153,68.0473,10.569,0,24.78
TOI-880 c,TOI-880,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.3872703,0.0635,,4.95,21.7,805,K,5050,0.83,0.87,0.23,4.53,94.1644734,-13.987337,60.6679,10.104,0,73.9967
TOI-880.02,TOI-880,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.57571,0.0349,,2.19,5.43,1085,K,5050,0.83,0.87,0.23,4.53,94.1644734,-13.987337,60.6679,10.104,0,301.8661
TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656,0.092,0.125,11.99363,301.9385,1397,F,6261,1.39,1.28,0.24,4.26,86.738228,-11.2353401,340.543,11.43,0,571.007
TOI-904 b,TOI-904,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.8772,0.056,,2.426,6.46,429.43,,3770.2,0.527,0.557,0.022,4.61929,89.3712733,-83.1297264,46.0891,12.588,0,8.3169
TOI-904 c,TOI-904,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),83.9997,0.312,,2.167,5.34,217.26,,3770.2,0.527,0.557,0.022,4.61929,89.3712733,-83.1297264,46.0891,12.588,0,0.5449
TOI-905 b,TOI-905,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.739494,0.04666,0.024,13.125739,211.99261,1192,,5570,0.918,0.968,0.14,4.498,227.6586754,-71.3616316,158.649,11.08,0,337
TOI-907.01,TOI-907,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.5849129,0.055225481,,9.6158851,67,1846.6,,6272,2.059789,1.069357,,3.8399,262.1834072,-62.840383,312.529,10.394,0,1729.6714
TOI-908 b,TOI-908,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.183792,0.041657,0.132,3.186,16.137,1317,G V,5626,1.028,0.95,0.08,4.45,53.1594266,-81.250745,175.748,11.316,0,80.884
TOI-913 b,TOI-913,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),11.098644,,,2.4528,6.59,712.01,,4969,0.7325,0.82,-0.133,4.622,234.5723244,-80.8034265,65.1769,10.452,0,35.2422
TOI-942 b,TOI-942,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32421,0.04866,0.34,3.89,16,1120,K2.5 V,4969,0.894,0.822,-0.221,4.314,76.6496172,-20.2456126,152.601,11.982,0,261.858
TOI-942 c,TOI-942,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.156272,0.08598,0.32,4.67,37,,K2.5 V,4969,0.894,0.822,-0.221,4.314,76.6496172,-20.2456126,152.601,11.982,0,
TOI-954 b,TOI-954,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.6849729,0.04963,0.14,9.550068,55.30242,1526,,5710,1.892,1.201,0.215,3.962,61.9410587,-25.2088028,238.768,10.343,0,1393
TOI-969 b,TOI-969,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.8237305,0.02636,,2.765,9.1,941,K V,4435,0.671,0.734,0.175,4.55,115.1366858,2.0985879,77.2554,11.646,0,188
TOI-969 c,TOI-969,1,2,Radial Velocity,2022,Multiple Observatories,1700,2.52,0.628,12.4,3591.460999,96.4,K V,4435,0.671,0.734,0.175,4.55,115.1366858,2.0985879,77.2554,11.646,0,0.0208
TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,1.510826,0.01154,0.00622,1.116,1.374,397.6,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,4.153
TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,2.421937,0.0158,0.00654,1.097,1.308,339.7,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,2.214
TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,4.049219,0.02227,0.00837,0.788,0.388,286.2,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,1.115
TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,6.101013,0.02925,0.0051,0.92,0.692,249.7,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,0.646
TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,9.20754,0.03849,0.01007,1.045,1.039,217.7,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,0.373
TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,12.352446,0.04683,0.00208,1.129,1.321,197.3,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,0.252
TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,18.772866,0.06189,0.00567,0.755,0.326,171.7,,2566,0.1192,0.0898,0.04,5.2396,346.6263919,-5.0434618,12.42988881,17.02,0,0.144
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,Radial Velocity,2021,Multiple Observatories,193.2,0.66,0.08,12.7,1938.763,,,4679,9.99,1.04,-0.38,2.49,271.3396528,2.0622774,613.422,10.247,0,
TYC 1422-614-1 b,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,198.4,0.69,0.06,13.3,794.5,,,4806,6.85,1.15,-0.2,2.85,154.2777769,19.5584068,672.41,10.193,0,
TYC 1422-614-1 c,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,559.3,1.37,0.048,12.5,3178,,,4806,6.85,1.15,-0.2,2.85,154.2777769,19.5584068,672.41,10.193,0,
TYC 2187-512-1 b,TYC 2187-512-1,1,1,Radial Velocity,2022,Calar Alto Observatory,691.9,1.22,0.05,12.5,104.8833743,,M1.0 V,3734,0.495,0.498,0.08,4.68,320.5266829,22.9319351,15.4744,10.58,0,
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,Multiple Observatories,562,1.414,0.098,13.1,1086.9786,,,4776,5.9,1.19,-0.06,2.97,45.5825716,49.7441421,490.61,9.901,0,
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016,McDonald Observatory,26.468,0.21,0.036,12.8,1716.282,1350,,5130,6.26,1.87,-0.08,3.11,12.8875757,58.4261485,477.516,9.856,0,
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,101.54,0.422,0.28,12.4,3426.2074,,,4300,16.21,0.97,-0.07,2,343.8721029,62.2391907,464.128,10.465,0,
TYC 8998-760-1 b,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,,162,,12.3,4449.62,,K3 IV,4573,0.953811,1,,4.29088,201.3001096,-64.9391566,94.6177,11.124,0,
TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,,320,,12.3299,1906.98,1240,K3 IV,4573,0.953811,1,,4.29088,201.3001096,-64.9391566,94.6177,11.124,0,
